# Apworld manifest — downloaded into the generator image's custom_worlds/ at build time
# by scripts/fetch_apworlds.py (see Dockerfile.generator). No .apworld binaries are
# vendored in the repo.
#
# GENERATED by scripts/refresh_from_sheet.py from the community spreadsheet. Hand edits are
# allowed but will be overwritten on the next refresh; pin/override entries deliberately.
#
# Columns: name,url,sha256
#   DEFAULT = latest (releases/latest/download). To pin when an upstream release breaks,
#   swap the url to a tagged release and add its sha256.
name,url,sha256
ouakatamari,https://github.com/ItsSeafoamy/Once-Upon-an-Archipelago/releases/latest/download/ouakatamari.apworld,
ourascent,https://github.com/AzuriCaelum/OurAscentAPWorld/releases/latest/download/ourascent.apworld,
outer_wilds,https://github.com/Ixrec/OuterWildsArchipelagoRandomizer/releases/latest/download/outer_wilds.apworld,
p5r,https://github.com/Daphoa/ArchipelagoP5RMod/releases/latest/download/p5r.apworld,
papermario,https://github.com/icebound777/PMR_APWorld/releases/latest/download/papermario.apworld,
paquerette_down_the_bunburrows,https://github.com/SergeAzel/Archipelago_PDTB/releases/latest/download/paquerette_down_the_bunburrows.apworld,
parkitect,https://github.com/CrusherRL/AP_Parkitect_World/releases/latest/download/parkitect.apworld,
password,https://github.com/ThePhar/ThePasswordGameArchipelago/releases/latest/download/password.apworld,
pd2_crimdawn,https://github.com/CATEM1NAL/PD2-Criminal-Dawn/releases/latest/download/pd2_crimdawn.apworld,
peak,https://github.com/Mickemoose/peak-archipelago/releases/latest/download/peak.apworld,
peggle_deluxe,https://github.com/SerpentAI/Archipelago/releases/latest/download/peggle_deluxe.apworld,
phantasy_star_2,https://github.com/lagdotcom/Archipelago/releases/latest/download/phantasy_star_2.apworld,
phoa,https://github.com/Amphyros/Phoenotopia-Awakening-AP-client/releases/latest/download/phoa.apworld,
pikmin,https://github.com/Poke714/Archipelago/releases/latest/download/pikmin.apworld,
pikmin2,https://github.com/chpas0/Pikmin2Archipelago/releases/latest/download/pikmin2.apworld,
pikuniku,https://github.com/Jeffdev-Archipelago-Implementations/Archipelago-Piku/releases/latest/download/pikuniku.apworld,
pizza_tower,https://github.com/unsafetyskizzers/Archipelago/releases/latest/download/pizza_tower.apworld,
placidplasticducksim,https://github.com/SWCreeperKing/PPDSArchipelago/releases/latest/download/placidplasticducksim.apworld,
plateup,https://github.com/CazIsABoi/Archipelago/releases/latest/download/plateup.apworld,
pmd_eos,https://github.com/CrypticMonkey33/ArchipelagoExplorersOfSky/releases/latest/download/pmd_eos.apworld,
pocket_dungeon,https://github.com/Mitchell1711/Archipelago/releases/latest/download/pocket_dungeon.apworld,
poco,https://github.com/SWCreeperKing/Pocopelago/releases/latest/download/poco.apworld,
poe,https://github.com/stubobis1/Archipelago/releases/latest/download/poe.apworld,
pokemon_bw,https://github.com/BlastSlimey/PokemonBWAP/releases/latest/download/pokemon_bw.apworld,
pokemon_bw_starter_rando,https://github.com/BlastSlimey/Archipelago/releases/download/starter_rando_1.1.0/pokemon_bw_starter_rando.apworld,
pokemon_crystal,https://github.com/gerbiljames/Archipelago/releases/latest/download/pokemon_crystal.apworld,
pokemon_frlg,https://github.com/vyneras/Archipelago/releases/latest/download/pokemon_frlg.apworld,
pokemon_platinum,https://github.com/ljtpetersen/platinum_archipelago/releases/latest/download/pokemon_platinum.apworld,
pokemon_stadium,https://github.com/jciii91/Pokemon-Stadium/releases/latest/download/pokemon_stadium.apworld,
pokepark,https://github.com/Mekurushi/Archipelago_Pokepark/releases/latest/download/pokepark.apworld,
pokepelago,https://github.com/dowlle/PokepelagoClient/releases/latest/download/pokepelago.apworld,
portal2,https://github.com/GlassToadstool/Archipelago/releases/latest/download/portal2.apworld,
powerwashsimulator,https://github.com/SWCreeperKing/PowerwashSimAP/releases/latest/download/powerwashsimulator.apworld,
prodigal,https://github.com/randomsalience/ProdigalArchipelago/releases/latest/download/prodigal.apworld,
pseudoregalia,https://github.com/pseudoregalia-modding/pseudoregalia-archipelago/releases/latest/download/pseudoregalia.apworld,
psychonauts,https://github.com/Akashortstack/Psychonauts-AP-Integration/releases/latest/download/psychonauts.apworld,
pvzr,https://github.com/dannybonz/replanted_archipelago/releases/latest/download/pvzr.apworld,
quake,https://github.com/randomcodegen/ironwail_ap/releases/latest/download/quake.apworld,
rabbit_and_steel,https://github.com/tjwombo/RNSArchipelago/releases/latest/download/rabbit_and_steel.apworld,
rabi_ribi,https://github.com/tdkollins/Archipelago-Rabi-Ribi/releases/latest/download/rabi_ribi.apworld,
rac1,https://github.com/Panda291/Archipelago/releases/latest/download/rac1.apworld,
rac2,https://github.com/evilwb/APRac2/releases/latest/download/rac2.apworld,
rac3,https://github.com/Taoshix/Archipelago-RaC3/releases/latest/download/rac3.apworld,
rain_world,https://github.com/alphappy/ArchipelagoRW/releases/latest/download/rain_world.apworld,
rayman2,https://github.com/Aeltumn/Rayman2AP/releases/latest/download/rayman2.apworld,
refunct,https://github.com/spinerak/refunct-tas-archipelago/releases/latest/download/refunct.apworld,
repo,https://github.com/Automagic00/R.E.P.O.-Archipelago-Client-Mod/releases/latest/download/repo.apworld,
residentevil2remake,https://github.com/FuzzyGamesOn/RE2R_AP_World/releases/latest/download/residentevil2remake.apworld,
residentevil3remake,https://github.com/dontjoome/RE3R_AP_World/releases/latest/download/residentevil3remake.apworld,
residentevil7biohazard,https://github.com/ElGrenier/RE7_AP_World/releases/latest/download/residentevil7biohazard.apworld,
reventure,https://github.com/Droppel/ReventureEndingRando/releases/download/0.20.0/reventure.apworld,
riftwizard,https://github.com/TheBigSalarius/Archipelago/releases/latest/download/riftwizard.apworld,
rimworld,https://github.com/PhantomOfAres/ArchipelagoRimworld/releases/latest/download/rimworld.apworld,
roadtrip,https://github.com/Phenra/RoadTripAdventure-AP/releases/latest/download/roadtrip.apworld,
rogue_legacy_2,https://github.com/zaphim12/RL2Archipelago/releases/latest/download/rogue_legacy_2.apworld,
ror1,https://github.com/studkid/RoR_Archipelago/releases/latest/download/ror1.apworld,
rotn,https://github.com/studkid/RiftArchipelago/releases/latest/download/rotn.apworld,
rummy,https://github.com/Miiroun/ap-rummy/releases/latest/download/rummy.apworld,
rune4,https://github.com/Happyhappyism/Archipelago/releases/latest/download/rune4.apworld,
rusted_moss,https://github.com/dgrossmann144/Archipelago/releases/latest/download/rusted_moss.apworld,
rwr,https://github.com/mjousse72/archipelago_rwr/releases/latest/download/rwr.apworld,
sadv2,https://github.com/NiwatoriCode/sadv2_ap_releases/releases/latest/download/sadv2.apworld,
sadx,https://github.com/ClassicSpeed/sadx-classic-randomizer/releases/latest/download/sadx.apworld,
santa,https://github.com/Ishigh1/Santa_AP/releases/download/1.1/santa.apworld,
sburbelago,https://github.com/SephDB/SBURBelago/releases/latest/download/sburbelago.apworld,
scp,https://github.com/lone01/scp/releases/latest/download/scp.apworld,
seedling,https://github.com/madisonsilver/SeedlingArchipelagoWorld/releases/latest/download/seedling.apworld,
severed_soul,https://github.com/Grenhunterr/Archipelago/releases/latest/download/severed_soul.apworld,
sfa,https://github.com/MichelFenouil/SFA-Archipelago/releases/latest/download/sfa.apworld,
sgtpuzzles,https://github.com/ishanpm/ap-sgtpuzzles-web/releases/latest/download/sgtpuzzles.apworld,
shadow_the_hedgehog,https://github.com/choatix/Archipelago/releases/latest/download/shadow_the_hedgehog.apworld,
shadowgate64,https://github.com/jjjj12212/Archipelago-Shadowgate64/releases/latest/download/shadowgate64.apworld,
shapez_2,https://github.com/BlastSlimey/2hapezipelago/releases/latest/download/shapez_2.apworld,
signalis,https://github.com/devoidlazarus/SIGNALISArchipelagoRandomizer/releases/latest/download/signalis.apworld,
silverdaze,https://github.com/udime123/Silver-Daze-APWorld/releases/latest/download/silverdaze.apworld,
simpsonshitnrun,https://github.com/nmize1/Archipelago/releases/latest/download/simpsonshitnrun.apworld,
sims4,https://github.com/Simsipelago/Archipelago/releases/latest/download/sims4.apworld,
skul,https://github.com/Jeffdev-Archipelago-Implementations/Archipelago-Skul/releases/latest/download/skul.apworld,
slime_rancher,https://github.com/SWCreeperKing/Slimipelago/releases/latest/download/slime_rancher.apworld,
slime_rancher_2,https://github.com/Rhelys/SlimeRancher2-AP/releases/latest/download/slime_rancher_2.apworld,
slotlock,https://github.com/gjgfuj/SlotLock/releases/latest/download/slotlock.apworld,
slowrelease,https://github.com/gjgfuj/AP-SlowRelease/releases/latest/download/slowrelease.apworld,
sly1,https://github.com/hoppel16/ArchipelagoBranchSly1/releases/latest/download/sly1.apworld,
sly2,https://github.com/NikolajDanger/APSly2/releases/latest/download/sly2.apworld,
sm64ex_spicy,https://github.com/Alchav/Archipelago/releases/latest/download/sm64ex_spicy.apworld,
smash64,https://github.com/IncidiousJacob/Smashipelago/releases/latest/download/smash64.apworld,
sms,https://github.com/Joshark/archipelago-sms/releases/latest/download/sms.apworld,
smsa2,https://github.com/Jorbori/SMSA2AP/releases/download/0.4.0/smsa2.apworld,
smushi_come_home,https://github.com/xMcacutt-Archipelago/Archipelago-SmushiComeHome/releases/latest/download/smushi_come_home.apworld,
sneak_king,https://github.com/jamesbrq/SneakKingAP/releases/latest/download/sneak_king.apworld,
som,https://github.com/black-sliver/som-apworld/releases/download/v1.48.0a3/som.apworld,
sonic1,https://github.com/kaithar/Archipelago/releases/latest/download/sonic1.apworld,
sonic_frontiers,https://github.com/OnakuTV/SonicFrontiersAPWorld/releases/latest/download/sonic_frontiers.apworld,
sonic_heroes,https://github.com/Ethicallogic-Archipelago/SonicHeroesArchipelago/releases/latest/download/sonic_heroes.apworld,
sonic_rush,https://github.com/BlastSlimey/SonicRushAP/releases/latest/download/sonic_rush.apworld,
sonicriders,https://github.com/Orangestar12/Archipelago-SR-J-SJ/releases/latest/download/sonicriders.apworld,
sotm,https://github.com/Totox00/Archipelago-sotm/releases/latest/download/sotm.apworld,
sotn,https://github.com/fdelduque/Archipelago/releases/latest/download/sotn.apworld,
soulblazer,https://github.com/Tranquilite0/Archipelago/releases/latest/download/soulblazer.apworld,
spark3,https://github.com/Kylogias/Spark3-Archipelago/releases/latest/download/spark3.apworld,
spelunky2,https://github.com/DDR-Khat/Spelunky2-Archipelago/releases/latest/download/spelunky2.apworld,
spinball,https://github.com/spineraks-org/ArchipelagoSpinball/releases/latest/download/spinball.apworld,
spire,https://github.com/cjmang/StS-AP-World/releases/latest/download/spire.apworld,
spire2,https://github.com/dlueben1/Slay-the-Spire-2-Archipelago/releases/latest/download/spire2.apworld,
spirit_island,https://github.com/Wouter17/Spirit-Archipelago/releases/latest/download/spirit_island.apworld,
spiritvalley,https://github.com/DotsofdarknessArchipelago/Spirit-Valley-Archipelago/releases/latest/download/spiritvalley.apworld,
splasher,https://github.com/Frisk202020/Archipelago/releases/latest/download/splasher.apworld,
spyro,https://github.com/gamefreq0/Archipelago/releases/download/spyro-v0.4.1/spyro.apworld,
spyro-aht,https://github.com/XuaTheGrate/Archipelago/releases/latest/download/spyro-aht.apworld,
spyro2,https://github.com/Uroogla/S2AP/releases/latest/download/spyro2.apworld,
spyro3,https://github.com/Uroogla/S3AP/releases/latest/download/spyro3.apworld,
ss,https://github.com/Battlecats59/SS_APWorld/releases/latest/download/ss.apworld,
ssbb_sse,https://github.com/kenniky/ArchipelagoSSE/releases/latest/download/ssbb_sse.apworld,
stacklands,https://github.com/JammyGeeza/Stacklands-Randomizer/releases/latest/download/stacklands.apworld,
star_fox_64,https://github.com/Auztin/AP-Star-Fox-64/releases/latest/download/star_fox_64.apworld,
stick_ranger,https://github.com/Kryen112/AP_Stick_Ranger/releases/latest/download/stick_ranger.apworld,
streets_of_rage,https://github.com/UltiNaruto/SOR_AP_Randomizer/releases/latest/download/streets_of_rage.apworld,
suikapelago,https://github.com/Starwort/suikapelago/releases/latest/download/suikapelago.apworld,
super_chipflake_u_0.1.0,https://github.com/Max-G4/Chipflake_AP/releases/download/tag1/super_chipflake_u_0.1.0.apworld,
superjunkoid,https://github.com/Ninjakakes/Archipelago/releases/latest/download/superjunkoid.apworld,
supraland,https://github.com/DrNjitram/ArchipelagoSupra/releases/download/V0.3.0/supraland.apworld,
swr,https://github.com/wcolding/SWR_AP_Client/releases/latest/download/swr.apworld,
tabs,https://github.com/duckboycool/TABS-Archipelago/releases/download/v0.1.0/tabs.apworld,
talos_principle_reawakened,https://github.com/johnso48/TalosPrincipleArchipelago/releases/latest/download/talos_principle_reawakened.apworld,
taskipelago,https://github.com/barretg/Taskipelago/releases/latest/download/taskipelago.apworld,
tboir,https://github.com/NaveTK/Archipelago/releases/latest/download/tboir.apworld,
tcg_card_shop_simulator,https://github.com/FyreDay/Archipelago-TCGCardShopSimulator/releases/latest/download/tcg_card_shop_simulator.apworld,
teardown,https://github.com/Evereliquest/Archipelago/releases/download/v0.2.3/teardown.apworld,
tetrisattack,https://github.com/AgStarRay/TetrisAttackAP/releases/latest/download/tetrisattack.apworld,
tevi,https://github.com/BlackSoulKnight/Tevi_Randomizer/releases/latest/download/tevi.apworld,
tfwr,https://github.com/seadoggie001/TFWR-APMod/releases/download/v0.0.7-beta/tfwr.apworld,
th06,https://github.com/Nepley/eosd-apworld/releases/latest/download/th06.apworld,
th07,https://github.com/Nepley/pcb-apworld/releases/latest/download/th07.apworld,
th08,https://github.com/Nepley/in-apworld/releases/latest/download/th08.apworld,
th185,https://github.com/furret78/Archipelago/releases/latest/download/th185.apworld,
the_planet_crafter,https://github.com/Hawkrex/Archipelago-ThePlanetCrafter/releases/download/v0.0.1-poc/the_planet_crafter.apworld,
the_werecleaner,https://github.com/SWCreeperKing/Werepelago/releases/latest/download/the_werecleaner.apworld,
three_goblin_wobblin,https://github.com/melenehh/Three-Goblin-Archipelago/releases/latest/download/three_goblin_wobblin.apworld,
tits_the_3rd,https://github.com/Archipelago-Trails-in-the-Sky-the-3rd/Archipelago-Trails-in-the-Sky-the-3rd/releases/latest/download/tits_the_3rd.apworld,
tje,https://github.com/IgnisUmbrae/TJE-Archipelago/releases/latest/download/tje.apworld,
tloz_ooa,https://github.com/josephanimate2021/ArchipelagoOoA/releases/download/v0.5.2/tloz_ooa.apworld,
tloz_oos,https://github.com/Dinopony/Archipelago/releases/latest/download/tloz_oos.apworld,
tloz_ph,https://github.com/carrotinator/Archipelago/releases/latest/download/tloz_ph.apworld,
tloz_st,https://github.com/DayKat/spirit-tracks/releases/latest/download/tloz_st.apworld,
tmc,https://github.com/eternalcode0/Archipelago/releases/latest/download/tmc.apworld,
tmosth,https://github.com/Kylogias/MurderOfSonicAP/releases/latest/download/tmosth.apworld,
toem,https://github.com/bbernardoni/Archipelago.TOEM/releases/latest/download/toem.apworld,
toystory2,https://github.com/imklubb/Archipelago-Toy-Story-2/releases/latest/download/toystory2.apworld,
tracker,https://github.com/FarisTheAncient/Archipelago/releases/latest/download/tracker.apworld,
trackmania,https://github.com/SerialBoxes/ArchipelagoTrackmania/releases/latest/download/trackmania.apworld,
ttyd,https://github.com/jamesbrq/ArchipelagoTTYD/releases/latest/download/ttyd.apworld,
turnipboy,https://github.com/pointfivetee/TurnipBoyRandomizer/releases/latest/download/turnipboy.apworld,
twistycube,https://github.com/spineraks-org/ArchipelagoTwistyCube/releases/latest/download/twistycube.apworld,
tww3,https://github.com/jordansds/Archipelago_TWW3_Alt/releases/latest/download/tww3.apworld,
ty_the_tasmanian_tiger,https://github.com/xMcacutt/Archipelago-TyTheTasmanianTiger/releases/latest/download/ty_the_tasmanian_tiger.apworld,
ty_the_tasmanian_tiger_2,https://github.com/FyreDay/Archipelago-TyTheTasmanianTiger2/releases/latest/download/ty_the_tasmanian_tiger_2.apworld,
ty_the_tasmanian_tiger_3,https://github.com/xMcacutt-Archipelago/Archipelago-TyTheTasmanianTiger3/releases/latest/download/ty_the_tasmanian_tiger_3.apworld,
tyrian,https://github.com/KScl/TyrianArchipelago/releases/latest/download/tyrian.apworld,
ufo50,https://github.com/UFO-50-Archipelago/Archipelago/releases/latest/download/ufo50.apworld,
ultrakill,https://github.com/TRPG0/ArchipelagoULTRAKILL/releases/latest/download/ultrakill.apworld,
unbeatable_arcade,https://github.com/AllPoland/unbeatAP/releases/latest/download/unbeatable_arcade.apworld,
unfair_flips,https://github.com/xMcacutt-Archipelago/Archipelago-UnfairFlips/releases/latest/download/unfair_flips.apworld,
untitled_goose_game,https://github.com/PixelShake92/Untitled-Goose-Game-Archipelago/releases/latest/download/untitled_goose_game.apworld,
uzdoom,https://github.com/toxicfrog/doom-mods/releases/latest/download/uzdoom.apworld,
vampire_survivors,https://github.com/SWCreeperKing/ArchipelagoSurvivors/releases/latest/download/vampire_survivors.apworld,
very_very_valet,https://github.com/xMcacutt-Archipelago/Archipelago-VeryVeryValet/releases/latest/download/very_very_valet.apworld,
vespadian,https://github.com/Quinn-Patrick/Archipelago-Vespadian/releases/latest/download/vespadian.apworld,
void_sols,https://github.com/cookie966507/Archipelago/releases/latest/download/void_sols.apworld,
voidstranger,https://github.com/CriminalPancake/void-stranger-ap/releases/latest/download/voidstranger.apworld,
votv,https://github.com/Nathan-R-Og/Archipelago/releases/download/votv-v0.3.1/votv.apworld,
wargroove2,https://github.com/FlySniper/Archipelago/releases/latest/download/wargroove2.apworld,
waterywords,https://github.com/spineraks-org/ArchipelagoWateryWords/releases/latest/download/waterywords.apworld,
webfishing,https://github.com/mwoiii/webfishing-ap/releases/latest/download/webfishing.apworld,
westofloathing,https://github.com/Lucasvdm/WOLAP/releases/latest/download/westofloathing.apworld,
widget_inc,https://github.com/SWCreeperKing/Widgitpelago/releases/latest/download/widget_inc.apworld,
wl,https://github.com/randomcodegen/Archipelago/releases/latest/download/wl.apworld,
wl3,https://github.com/RvPA-Roopa/Wario-Land-3-Archipelago/releases/latest/download/wl3.apworld,
wl4,https://github.com/lilDavid/Archipelago-Wario-Land-4/releases/latest/download/wl4.apworld,
wlkrr,https://github.com/sapphisylph/We-Love-Archipelago-Reroll/releases/latest/download/wlkrr.apworld,
wordipelago,https://github.com/ProfDeCube/Archipelago/releases/latest/download/wordipelago.apworld,
wynncraft,https://github.com/EpicPuppy613/Wynncraft-APWorld/releases/latest/download/wynncraft.apworld,
x2wotc,https://github.com/MaxReinstadler/X2WOTCArchipelago/releases/download/0.10.10-beta/x2wotc.apworld,
xenobladex,https://github.com/MaragonMH/Archipelago/releases/latest/download/xenobladex.apworld,
yachtdicebliss,https://github.com/spinerak/ArchipelagoYachtDice/releases/latest/download/yachtdicebliss.apworld,
yarg,https://github.com/energymaster22/YARGArchipelago/releases/latest/download/yarg.apworld,
yayarg,https://github.com/Thedrummonger/YargArchipelagoPluginV2/releases/latest/download/yayarg.apworld,
yellowtaxi,https://github.com/soopercool101/Archipelago/releases/latest/download/yellowtaxi.apworld,
ygo_lotd,https://github.com/HillbillyDroid/YGO-LotD-LE-APWorld/releases/latest/download/ygo_lotd.apworld,
yohane_deepblue,https://github.com/SilicDev/Archipelago/releases/latest/download/yohane_deepblue.apworld,
yooka_laylee,https://github.com/Awareqwx/Archipelago/releases/download/1.0.0-beta.8/yooka_laylee.apworld,
ys_8,https://github.com/junglechief87/Ys-8-AP-World/releases/latest/download/ys_8.apworld,
yugioh_wc2008,https://github.com/eatntcg/Archipelago/releases/latest/download/yugioh_wc2008.apworld,
yugiohddm,https://github.com/JustinMarshall98/Archipelago/releases/latest/download/yugiohddm.apworld,
